"Time (CET)","Day-ahead Total Load Forecast [MW] - CTA|BE","Actual Total Load [MW] - CTA|BE"
"25.04.2019 17:30 - 25.04.2019 17:45","9935","10116"
"25.04.2019 17:45 - 25.04.2019 18:00","9995","10351"
"25.04.2019 18:00 - 25.04.2019 18:15","10084","10212"
"25.04.2019 18:15 - 25.04.2019 18:30","10056","10239"
"25.04.2019 18:30 - 25.04.2019 18:45","10073","10310"
"25.04.2019 18:45 - 25.04.2019 19:00","10062","10293"
"25.04.2019 19:00 - 25.04.2019 19:15","10098","10168"
"25.04.2019 19:15 - 25.04.2019 19:30","10037","10161"
"25.04.2019 19:30 - 25.04.2019 19:45","9999","10120"
"25.04.2019 19:45 - 25.04.2019 20:00","9994","10157"
"25.04.2019 20:00 - 25.04.2019 20:15","10029","9858"
"25.04.2019 20:15 - 25.04.2019 20:30","9989","10137"
"25.04.2019 20:30 - 25.04.2019 20:45","10041","10161"
"25.04.2019 20:45 - 25.04.2019 21:00","10066","10060"
"25.04.2019 21:00 - 25.04.2019 21:15","10217","9998"
"25.04.2019 21:15 - 25.04.2019 21:30","10152","10027"
"25.04.2019 21:30 - 25.04.2019 21:45","10042","9868"
"25.04.2019 21:45 - 25.04.2019 22:00","9885","9866"
"25.04.2019 22:00 - 25.04.2019 22:15","9949","9929"
"25.04.2019 22:15 - 25.04.2019 22:30","10011","9895"
"25.04.2019 22:30 - 25.04.2019 22:45","9964","9771"
"25.04.2019 22:45 - 25.04.2019 23:00","9836","9772"
"25.04.2019 23:00 - 25.04.2019 23:15","9785","9611"
"25.04.2019 23:15 - 25.04.2019 23:30","9679","9434"
"25.04.2019 23:30 - 25.04.2019 23:45","9534","9192"
"25.04.2019 23:45 - 26.04.2019 00:00","9377","9103"
"26.04.2019 00:00 - 26.04.2019 00:15","8808","8866"
"26.04.2019 00:15 - 26.04.2019 00:30","8676","8855"
"26.04.2019 00:30 - 26.04.2019 00:45","8582","8760"
"26.04.2019 00:45 - 26.04.2019 01:00","8397","8724"
"26.04.2019 01:00 - 26.04.2019 01:15","8298","8496"
"26.04.2019 01:15 - 26.04.2019 01:30","8214","8440"
"26.04.2019 01:30 - 26.04.2019 01:45","8099","8301"
"26.04.2019 01:45 - 26.04.2019 02:00","7997","8180"
"26.04.2019 02:00 - 26.04.2019 02:15","7925","8291"
"26.04.2019 02:15 - 26.04.2019 02:30","7871","8350"
"26.04.2019 02:30 - 26.04.2019 02:45","7819","8204"
"26.04.2019 02:45 - 26.04.2019 03:00","7787","8087"
"26.04.2019 03:00 - 26.04.2019 03:15","7739","7985"
"26.04.2019 03:15 - 26.04.2019 03:30","7702","8239"
"26.04.2019 03:30 - 26.04.2019 03:45","7704","8226"
"26.04.2019 03:45 - 26.04.2019 04:00","7740","8053"
"26.04.2019 04:00 - 26.04.2019 04:15","7821","8053"
"26.04.2019 04:15 - 26.04.2019 04:30","7825","8093"
"26.04.2019 04:30 - 26.04.2019 04:45","7870","8139"
"26.04.2019 04:45 - 26.04.2019 05:00","7956","8272"
"26.04.2019 05:00 - 26.04.2019 05:15","8115","8374"
"26.04.2019 05:15 - 26.04.2019 05:30","8207","8508"
"26.04.2019 05:30 - 26.04.2019 05:45","8333","8663"
"26.04.2019 05:45 - 26.04.2019 06:00","8524","8782"
"26.04.2019 06:00 - 26.04.2019 06:15","8987","9231"
"26.04.2019 06:15 - 26.04.2019 06:30","9168","9439"
"26.04.2019 06:30 - 26.04.2019 06:45","9339","9590"
"26.04.2019 06:45 - 26.04.2019 07:00","9506","9773"
"26.04.2019 07:00 - 26.04.2019 07:15","9734","9982"
"26.04.2019 07:15 - 26.04.2019 07:30","9878","10138"
"26.04.2019 07:30 - 26.04.2019 07:45","10033","10259"
"26.04.2019 07:45 - 26.04.2019 08:00","10166","10396"
"26.04.2019 08:00 - 26.04.2019 08:15","10229","10546"
"26.04.2019 08:15 - 26.04.2019 08:30","10308","10680"
"26.04.2019 08:30 - 26.04.2019 08:45","10410","10777"
"26.04.2019 08:45 - 26.04.2019 09:00","10494","10703"
"26.04.2019 09:00 - 26.04.2019 09:15","10536","10889"
"26.04.2019 09:15 - 26.04.2019 09:30","10563","10975"
"26.04.2019 09:30 - 26.04.2019 09:45","10601","10839"
"26.04.2019 09:45 - 26.04.2019 10:00","10599","10867"
"26.04.2019 10:00 - 26.04.2019 10:15","10482","10847"
"26.04.2019 10:15 - 26.04.2019 10:30","10471","10717"
"26.04.2019 10:30 - 26.04.2019 10:45","10486","10795"
"26.04.2019 10:45 - 26.04.2019 11:00","10474","10746"
"26.04.2019 11:00 - 26.04.2019 11:15","10508","10693"
"26.04.2019 11:15 - 26.04.2019 11:30","10495","10773"
"26.04.2019 11:30 - 26.04.2019 11:45","10530","10673"
"26.04.2019 11:45 - 26.04.2019 12:00","10532","10706"
"26.04.2019 12:00 - 26.04.2019 12:15","10419","10394"
"26.04.2019 12:15 - 26.04.2019 12:30","10307","10291"
"26.04.2019 12:30 - 26.04.2019 12:45","10273","10391"
"26.04.2019 12:45 - 26.04.2019 13:00","10282","10395"
"26.04.2019 13:00 - 26.04.2019 13:15","10271","10364"
"26.04.2019 13:15 - 26.04.2019 13:30","10205","10273"
"26.04.2019 13:30 - 26.04.2019 13:45","10150","10256"
"26.04.2019 13:45 - 26.04.2019 14:00","10070","10388"
"26.04.2019 14:00 - 26.04.2019 14:15","10073","10433"
"26.04.2019 14:15 - 26.04.2019 14:30","10094","10506"
"26.04.2019 14:30 - 26.04.2019 14:45","10093","10358"
"26.04.2019 14:45 - 26.04.2019 15:00","10070","10262"
"26.04.2019 15:00 - 26.04.2019 15:15","10028","10098"
"26.04.2019 15:15 - 26.04.2019 15:30","10001","10039"
"26.04.2019 15:30 - 26.04.2019 15:45","9964","9937"
"26.04.2019 15:45 - 26.04.2019 16:00","9913","9742"
"26.04.2019 16:00 - 26.04.2019 16:15","9878","9814"
"26.04.2019 16:15 - 26.04.2019 16:30","9818","9695"
"26.04.2019 16:30 - 26.04.2019 16:45","9842","9715"
"26.04.2019 16:45 - 26.04.2019 17:00","9888","9864"
"26.04.2019 17:00 - 26.04.2019 17:15","9864","9926"
"26.04.2019 17:15 - 26.04.2019 17:30","9877","10078"
"26.04.2019 17:30 - 26.04.2019 17:45","9961","10011"
"26.04.2019 17:45 - 26.04.2019 18:00","10035","10090"
"26.04.2019 18:00 - 26.04.2019 18:15","9925","10123"
"26.04.2019 18:15 - 26.04.2019 18:30","9864","10115"
"26.04.2019 18:30 - 26.04.2019 18:45","9891","10134"
"26.04.2019 18:45 - 26.04.2019 19:00","9886","10150"
"26.04.2019 19:00 - 26.04.2019 19:15","9823","10095"
"26.04.2019 19:15 - 26.04.2019 19:30","9783","9937"
"26.04.2019 19:30 - 26.04.2019 19:45","9710","9798"
"26.04.2019 19:45 - 26.04.2019 20:00","9708","9711"
"26.04.2019 20:00 - 26.04.2019 20:15","9587","9706"
"26.04.2019 20:15 - 26.04.2019 20:30","9545","9560"
"26.04.2019 20:30 - 26.04.2019 20:45","9583","9343"
"26.04.2019 20:45 - 26.04.2019 21:00","9609","9381"
"26.04.2019 21:00 - 26.04.2019 21:15","9629","9472"
"26.04.2019 21:15 - 26.04.2019 21:30","9554","9558"
"26.04.2019 21:30 - 26.04.2019 21:45","9439","9491"
"26.04.2019 21:45 - 26.04.2019 22:00","9293","9367"
"26.04.2019 22:00 - 26.04.2019 22:15","9408","9420"
"26.04.2019 22:15 - 26.04.2019 22:30","9467","9506"
"26.04.2019 22:30 - 26.04.2019 22:45","9424","9383"
"26.04.2019 22:45 - 26.04.2019 23:00","9295","9270"
"26.04.2019 23:00 - 26.04.2019 23:15","9381","9313"
"26.04.2019 23:15 - 26.04.2019 23:30","9275","9149"
"26.04.2019 23:30 - 26.04.2019 23:45","9118","9027"
"26.04.2019 23:45 - 27.04.2019 00:00","8958","8885"
"27.04.2019 00:00 - 27.04.2019 00:15","8817","8567"
"27.04.2019 00:15 - 27.04.2019 00:30","8702","8576"
"27.04.2019 00:30 - 27.04.2019 00:45","8610","8314"
"27.04.2019 00:45 - 27.04.2019 01:00","8443","8190"
"27.04.2019 01:00 - 27.04.2019 01:15","8318","8057"
"27.04.2019 01:15 - 27.04.2019 01:30","8238","8042"
"27.04.2019 01:30 - 27.04.2019 01:45","8120","7870"
"27.04.2019 01:45 - 27.04.2019 02:00","8016","7843"
"27.04.2019 02:00 - 27.04.2019 02:15","8007","7695"
"27.04.2019 02:15 - 27.04.2019 02:30","7925","7647"
"27.04.2019 02:30 - 27.04.2019 02:45","7850","7514"
"27.04.2019 02:45 - 27.04.2019 03:00","7803","7505"
"27.04.2019 03:00 - 27.04.2019 03:15","7737","7508"
"27.04.2019 03:15 - 27.04.2019 03:30","7692","7503"
"27.04.2019 03:30 - 27.04.2019 03:45","7703","7509"
"27.04.2019 03:45 - 27.04.2019 04:00","7708","7408"
"27.04.2019 04:00 - 27.04.2019 04:15","7667","7479"
"27.04.2019 04:15 - 27.04.2019 04:30","7643","7425"
"27.04.2019 04:30 - 27.04.2019 04:45","7638","7362"
"27.04.2019 04:45 - 27.04.2019 05:00","7659","7356"
"27.04.2019 05:00 - 27.04.2019 05:15","7719","7339"
"27.04.2019 05:15 - 27.04.2019 05:30","7714","7406"
"27.04.2019 05:30 - 27.04.2019 05:45","7805","7359"
"27.04.2019 05:45 - 27.04.2019 06:00","7834","7444"
"27.04.2019 06:00 - 27.04.2019 06:15","8000","7510"
"27.04.2019 06:15 - 27.04.2019 06:30","8059","7541"
"27.04.2019 06:30 - 27.04.2019 06:45","8085","7544"
"27.04.2019 06:45 - 27.04.2019 07:00","8109","7523"
"27.04.2019 07:00 - 27.04.2019 07:15","8165","7789"
"27.04.2019 07:15 - 27.04.2019 07:30","8227","7899"
"27.04.2019 07:30 - 27.04.2019 07:45","8314","7934"
"27.04.2019 07:45 - 27.04.2019 08:00","8360","8195"
"27.04.2019 08:00 - 27.04.2019 08:15","8643","8405"
"27.04.2019 08:15 - 27.04.2019 08:30","8743","8594"
"27.04.2019 08:30 - 27.04.2019 08:45","8817","8501"
"27.04.2019 08:45 - 27.04.2019 09:00","8950","8836"
"27.04.2019 09:00 - 27.04.2019 09:15","9190","9099"
"27.04.2019 09:15 - 27.04.2019 09:30","9275","9004"
"27.04.2019 09:30 - 27.04.2019 09:45","9347","9010"
"27.04.2019 09:45 - 27.04.2019 10:00","9405","9014"
"27.04.2019 10:00 - 27.04.2019 10:15","9470","9086"
"27.04.2019 10:15 - 27.04.2019 10:30","9423","9028"
"27.04.2019 10:30 - 27.04.2019 10:45","9444","9073"
"27.04.2019 10:45 - 27.04.2019 11:00","9420","9220"
"27.04.2019 11:00 - 27.04.2019 11:15","9508","9182"
"27.04.2019 11:15 - 27.04.2019 11:30","9527","9031"
"27.04.2019 11:30 - 27.04.2019 11:45","9533","9249"
"27.04.2019 11:45 - 27.04.2019 12:00","9527","9020"
"27.04.2019 12:00 - 27.04.2019 12:15","9496","9074"
"27.04.2019 12:15 - 27.04.2019 12:30","9448","9155"
"27.04.2019 12:30 - 27.04.2019 12:45","9386","9031"
"27.04.2019 12:45 - 27.04.2019 13:00","9361","8915"
"27.04.2019 13:00 - 27.04.2019 13:15","9362","8841"
"27.04.2019 13:15 - 27.04.2019 13:30","9262","8562"
"27.04.2019 13:30 - 27.04.2019 13:45","9234","8478"
"27.04.2019 13:45 - 27.04.2019 14:00","9133","8428"
"27.04.2019 14:00 - 27.04.2019 14:15","9123","8586"
"27.04.2019 14:15 - 27.04.2019 14:30","9123","8546"
"27.04.2019 14:30 - 27.04.2019 14:45","9024","8484"
"27.04.2019 14:45 - 27.04.2019 15:00","8995","8219"
"27.04.2019 15:00 - 27.04.2019 15:15","9029","8287"
"27.04.2019 15:15 - 27.04.2019 15:30","8974","8346"
"27.04.2019 15:30 - 27.04.2019 15:45","8898","8513"
"27.04.2019 15:45 - 27.04.2019 16:00","8893","8353"
"27.04.2019 16:00 - 27.04.2019 16:15","8877","8342"
"27.04.2019 16:15 - 27.04.2019 16:30","8889","8276"
"27.04.2019 16:30 - 27.04.2019 16:45","8850","8218"
"27.04.2019 16:45 - 27.04.2019 17:00","8876","8433"
"27.04.2019 17:00 - 27.04.2019 17:15","8880","8512"
"27.04.2019 17:15 - 27.04.2019 17:30","8897","8679"
"27.04.2019 17:30 - 27.04.2019 17:45","8991","8727"
"27.04.2019 17:45 - 27.04.2019 18:00","8982","8583"
"27.04.2019 18:00 - 27.04.2019 18:15","8908","8843"
"27.04.2019 18:15 - 27.04.2019 18:30","8973","8817"
"27.04.2019 18:30 - 27.04.2019 18:45","9015","8807"
"27.04.2019 18:45 - 27.04.2019 19:00","9057","8835"
"27.04.2019 19:00 - 27.04.2019 19:15","9046","8937"
"27.04.2019 19:15 - 27.04.2019 19:30","9010","9150"
"27.04.2019 19:30 - 27.04.2019 19:45","9116","8918"
"27.04.2019 19:45 - 27.04.2019 20:00","9116","8745"
"27.04.2019 20:00 - 27.04.2019 20:15","9043","8575"
"27.04.2019 20:15 - 27.04.2019 20:30","9076","8457"
"27.04.2019 20:30 - 27.04.2019 20:45","9193","8558"
"27.04.2019 20:45 - 27.04.2019 21:00","9273","8584"
"27.04.2019 21:00 - 27.04.2019 21:15","9257","8767"
"27.04.2019 21:15 - 27.04.2019 21:30","9205","8694"
"27.04.2019 21:30 - 27.04.2019 21:45","9047","8599"
"27.04.2019 21:45 - 27.04.2019 22:00","9079","8436"
"27.04.2019 22:00 - 27.04.2019 22:15","9177","8635"
"27.04.2019 22:15 - 27.04.2019 22:30","9189","8669"
"27.04.2019 22:30 - 27.04.2019 22:45","9116","8776"
"27.04.2019 22:45 - 27.04.2019 23:00","8984","8589"
"27.04.2019 23:00 - 27.04.2019 23:15","8912","8503"
"27.04.2019 23:15 - 27.04.2019 23:30","8924","8313"
"27.04.2019 23:30 - 27.04.2019 23:45","8806","8455"
"27.04.2019 23:45 - 28.04.2019 00:00","8735","8038"
"28.04.2019 00:00 - 28.04.2019 00:15","8274","7972"
"28.04.2019 00:15 - 28.04.2019 00:30","8112","7904"
"28.04.2019 00:30 - 28.04.2019 00:45","8069","7861"
"28.04.2019 00:45 - 28.04.2019 01:00","7942","7787"
"28.04.2019 01:00 - 28.04.2019 01:15","7866","7827"
"28.04.2019 01:15 - 28.04.2019 01:30","7753","7662"
"28.04.2019 01:30 - 28.04.2019 01:45","7673","7448"
"28.04.2019 01:45 - 28.04.2019 02:00","7579","7438"
"28.04.2019 02:00 - 28.04.2019 02:15","7545","7440"
"28.04.2019 02:15 - 28.04.2019 02:30","7475","7356"
"28.04.2019 02:30 - 28.04.2019 02:45","7437","7412"
"28.04.2019 02:45 - 28.04.2019 03:00","7332","7348"
"28.04.2019 03:00 - 28.04.2019 03:15","7314","7280"
"28.04.2019 03:15 - 28.04.2019 03:30","7297","7225"
"28.04.2019 03:30 - 28.04.2019 03:45","7276","7189"
"28.04.2019 03:45 - 28.04.2019 04:00","7258","7202"
"28.04.2019 04:00 - 28.04.2019 04:15","7257","7239"
"28.04.2019 04:15 - 28.04.2019 04:30","7274","7269"
"28.04.2019 04:30 - 28.04.2019 04:45","7307","7227"
"28.04.2019 04:45 - 28.04.2019 05:00","7329","7246"
"28.04.2019 05:00 - 28.04.2019 05:15","7316","7396"
"28.04.2019 05:15 - 28.04.2019 05:30","7339","7279"
"28.04.2019 05:30 - 28.04.2019 05:45","7418","7331"
"28.04.2019 05:45 - 28.04.2019 06:00","7476","7372"
"28.04.2019 06:00 - 28.04.2019 06:15","7528","7487"
"28.04.2019 06:15 - 28.04.2019 06:30","7478","7307"
"28.04.2019 06:30 - 28.04.2019 06:45","7507","7507"
"28.04.2019 06:45 - 28.04.2019 07:00","7540","7599"
"28.04.2019 07:00 - 28.04.2019 07:15","7600","7773"
"28.04.2019 07:15 - 28.04.2019 07:30","7646","7801"
"28.04.2019 07:30 - 28.04.2019 07:45","7681","7832"
"28.04.2019 07:45 - 28.04.2019 08:00","7741","7898"
"28.04.2019 08:00 - 28.04.2019 08:15","7924","8111"
"28.04.2019 08:15 - 28.04.2019 08:30","8055","8239"
"28.04.2019 08:30 - 28.04.2019 08:45","8136","8428"
"28.04.2019 08:45 - 28.04.2019 09:00","8285","8620"
"28.04.2019 09:00 - 28.04.2019 09:15","8425","8762"
"28.04.2019 09:15 - 28.04.2019 09:30","8520","8909"
"28.04.2019 09:30 - 28.04.2019 09:45","8534","8951"
"28.04.2019 09:45 - 28.04.2019 10:00","8592","9065"
"28.04.2019 10:00 - 28.04.2019 10:15","8761","9116"
"28.04.2019 10:15 - 28.04.2019 10:30","8806","9117"
"28.04.2019 10:30 - 28.04.2019 10:45","8822","9375"
"28.04.2019 10:45 - 28.04.2019 11:00","8830","9452"
"28.04.2019 11:00 - 28.04.2019 11:15","8959","9407"
"28.04.2019 11:15 - 28.04.2019 11:30","8929","9495"
"28.04.2019 11:30 - 28.04.2019 11:45","8987","9558"
"28.04.2019 11:45 - 28.04.2019 12:00","8980","9698"
"28.04.2019 12:00 - 28.04.2019 12:15","9098","9678"
"28.04.2019 12:15 - 28.04.2019 12:30","9014","9637"
"28.04.2019 12:30 - 28.04.2019 12:45","8946","9582"
"28.04.2019 12:45 - 28.04.2019 13:00","8883","9527"
"28.04.2019 13:00 - 28.04.2019 13:15","8923","9385"
"28.04.2019 13:15 - 28.04.2019 13:30","8794","9404"
"28.04.2019 13:30 - 28.04.2019 13:45","8688","9219"
"28.04.2019 13:45 - 28.04.2019 14:00","8608","9136"
"28.04.2019 14:00 - 28.04.2019 14:15","8499","9038"
"28.04.2019 14:15 - 28.04.2019 14:30","8508","8970"
"28.04.2019 14:30 - 28.04.2019 14:45","8460","8948"
"28.04.2019 14:45 - 28.04.2019 15:00","8381","8912"
"28.04.2019 15:00 - 28.04.2019 15:15","8318","8858"
"28.04.2019 15:15 - 28.04.2019 15:30","8282","8857"
"28.04.2019 15:30 - 28.04.2019 15:45","8213","8838"
"28.04.2019 15:45 - 28.04.2019 16:00","8196","8823"
"28.04.2019 16:00 - 28.04.2019 16:15","8153","8851"
"28.04.2019 16:15 - 28.04.2019 16:30","8179","8747"
"28.04.2019 16:30 - 28.04.2019 16:45","8242","8809"
"28.04.2019 16:45 - 28.04.2019 17:00","8237","8793"
"28.04.2019 17:00 - 28.04.2019 17:15","8337","8839"
"28.04.2019 17:15 - 28.04.2019 17:30","8418","8871"
"28.04.2019 17:30 - 28.04.2019 17:45","8527","8980"
"28.04.2019 17:45 - 28.04.2019 18:00","8609","9011"
"28.04.2019 18:00 - 28.04.2019 18:15","8723","9090"
"28.04.2019 18:15 - 28.04.2019 18:30","8819","9096"
"28.04.2019 18:30 - 28.04.2019 18:45","8870","9168"
"28.04.2019 18:45 - 28.04.2019 19:00","8929","9189"
"28.04.2019 19:00 - 28.04.2019 19:15","8964","9257"
"28.04.2019 19:15 - 28.04.2019 19:30","9004","9300"
"28.04.2019 19:30 - 28.04.2019 19:45","9019","9276"
"28.04.2019 19:45 - 28.04.2019 20:00","9035","9300"
"28.04.2019 20:00 - 28.04.2019 20:15","9075","9375"
"28.04.2019 20:15 - 28.04.2019 20:30","9009","9278"
"28.04.2019 20:30 - 28.04.2019 20:45","9024","9262"
"28.04.2019 20:45 - 28.04.2019 21:00","9127","9324"
"28.04.2019 21:00 - 28.04.2019 21:15","9165","9406"
"28.04.2019 21:15 - 28.04.2019 21:30","9175","9544"
"28.04.2019 21:30 - 28.04.2019 21:45","9073","9396"
"28.04.2019 21:45 - 28.04.2019 22:00","9007","9372"
"28.04.2019 22:00 - 28.04.2019 22:15","9130","9300"
"28.04.2019 22:15 - 28.04.2019 22:30","9077","9395"
"28.04.2019 22:30 - 28.04.2019 22:45","9048","9273"
"28.04.2019 22:45 - 28.04.2019 23:00","8927","9132"
"28.04.2019 23:00 - 28.04.2019 23:15","8980","9194"
"28.04.2019 23:15 - 28.04.2019 23:30","8813","9107"
"28.04.2019 23:30 - 28.04.2019 23:45","8711","9023"
"28.04.2019 23:45 - 29.04.2019 00:00","8554","8884"
"29.04.2019 00:00 - 29.04.2019 00:15","8428","8689"
"29.04.2019 00:15 - 29.04.2019 00:30","8362","8508"
"29.04.2019 00:30 - 29.04.2019 00:45","8294","8432"
"29.04.2019 00:45 - 29.04.2019 01:00","8127","8345"
"29.04.2019 01:00 - 29.04.2019 01:15","8100","8257"
"29.04.2019 01:15 - 29.04.2019 01:30","7940","8106"
"29.04.2019 01:30 - 29.04.2019 01:45","7814","8156"
"29.04.2019 01:45 - 29.04.2019 02:00","7781","8012"
"29.04.2019 02:00 - 29.04.2019 02:15","7730","8109"
"29.04.2019 02:15 - 29.04.2019 02:30","7743","8046"
"29.04.2019 02:30 - 29.04.2019 02:45","7724","7965"
"29.04.2019 02:45 - 29.04.2019 03:00","7689","7924"
"29.04.2019 03:00 - 29.04.2019 03:15","7649","7866"
"29.04.2019 03:15 - 29.04.2019 03:30","7626","7884"
"29.04.2019 03:30 - 29.04.2019 03:45","7635","7863"
"29.04.2019 03:45 - 29.04.2019 04:00","7714","7936"
"29.04.2019 04:00 - 29.04.2019 04:15","7735","8012"
"29.04.2019 04:15 - 29.04.2019 04:30","7773","8037"
"29.04.2019 04:30 - 29.04.2019 04:45","7843","8064"
"29.04.2019 04:45 - 29.04.2019 05:00","7983","8163"
"29.04.2019 05:00 - 29.04.2019 05:15","8096","8359"
"29.04.2019 05:15 - 29.04.2019 05:30","8350","8433"
"29.04.2019 05:30 - 29.04.2019 05:45","8495","8559"
"29.04.2019 05:45 - 29.04.2019 06:00","8647","8818"
"29.04.2019 06:00 - 29.04.2019 06:15","8933","9198"
"29.04.2019 06:15 - 29.04.2019 06:30","9218","9485"
"29.04.2019 06:30 - 29.04.2019 06:45","9473","9645"
"29.04.2019 06:45 - 29.04.2019 07:00","9597","9966"
"29.04.2019 07:00 - 29.04.2019 07:15","9882","10302"
"29.04.2019 07:15 - 29.04.2019 07:30","10036","10491"
"29.04.2019 07:30 - 29.04.2019 07:45","10223","10538"
"29.04.2019 07:45 - 29.04.2019 08:00","10345","10606"
"29.04.2019 08:00 - 29.04.2019 08:15","10536","10675"
"29.04.2019 08:15 - 29.04.2019 08:30","10621","10778"
"29.04.2019 08:30 - 29.04.2019 08:45","10745","10805"
"29.04.2019 08:45 - 29.04.2019 09:00","10833","10961"
"29.04.2019 09:00 - 29.04.2019 09:15","10941","10989"
"29.04.2019 09:15 - 29.04.2019 09:30","10959","10909"
"29.04.2019 09:30 - 29.04.2019 09:45","11043","10908"
"29.04.2019 09:45 - 29.04.2019 10:00","11014","10894"
"29.04.2019 10:00 - 29.04.2019 10:15","10972","10786"
"29.04.2019 10:15 - 29.04.2019 10:30","10935","10795"
"29.04.2019 10:30 - 29.04.2019 10:45","10901","10741"
"29.04.2019 10:45 - 29.04.2019 11:00","10895","10768"
"29.04.2019 11:00 - 29.04.2019 11:15","10917","10817"
"29.04.2019 11:15 - 29.04.2019 11:30","10922","10870"
"29.04.2019 11:30 - 29.04.2019 11:45","10945","10857"
"29.04.2019 11:45 - 29.04.2019 12:00","10902","10753"
"29.04.2019 12:00 - 29.04.2019 12:15","10741","10618"
"29.04.2019 12:15 - 29.04.2019 12:30","10661","10517"
"29.04.2019 12:30 - 29.04.2019 12:45","10664","10508"
"29.04.2019 12:45 - 29.04.2019 13:00","10669","10456"
"29.04.2019 13:00 - 29.04.2019 13:15","10564","10521"
"29.04.2019 13:15 - 29.04.2019 13:30","10487","10519"
"29.04.2019 13:30 - 29.04.2019 13:45","10529","10461"
"29.04.2019 13:45 - 29.04.2019 14:00","10428","10394"
"29.04.2019 14:00 - 29.04.2019 14:15","10471","10410"
"29.04.2019 14:15 - 29.04.2019 14:30","10469","10262"
"29.04.2019 14:30 - 29.04.2019 14:45","10426","10351"
"29.04.2019 14:45 - 29.04.2019 15:00","10378","10388"
"29.04.2019 15:00 - 29.04.2019 15:15","10445","10174"
"29.04.2019 15:15 - 29.04.2019 15:30","10394","10245"
"29.04.2019 15:30 - 29.04.2019 15:45","10299","10262"
"29.04.2019 15:45 - 29.04.2019 16:00","10221","10293"
"29.04.2019 16:00 - 29.04.2019 16:15","10148","10084"
"29.04.2019 16:15 - 29.04.2019 16:30","10108","10093"
"29.04.2019 16:30 - 29.04.2019 16:45","10138","10172"
"29.04.2019 16:45 - 29.04.2019 17:00","10153","10194"
"29.04.2019 17:00 - 29.04.2019 17:15","10130","10167"
"29.04.2019 17:15 - 29.04.2019 17:30","10206","10182"
"29.04.2019 17:30 - 29.04.2019 17:45","10271","10144"
"29.04.2019 17:45 - 29.04.2019 18:00","10295","10226"
"29.04.2019 18:00 - 29.04.2019 18:15","10390","10309"
"29.04.2019 18:15 - 29.04.2019 18:30","10355","10274"
"29.04.2019 18:30 - 29.04.2019 18:45","10422","10272"
"29.04.2019 18:45 - 29.04.2019 19:00","10449","10255"
"29.04.2019 19:00 - 29.04.2019 19:15","10389","10180"
"29.04.2019 19:15 - 29.04.2019 19:30","10319","10068"
"29.04.2019 19:30 - 29.04.2019 19:45","10279","10007"
"29.04.2019 19:45 - 29.04.2019 20:00","10293","10064"
"29.04.2019 20:00 - 29.04.2019 20:15","10091","9949"
"29.04.2019 20:15 - 29.04.2019 20:30","10046","9830"
"29.04.2019 20:30 - 29.04.2019 20:45","10130","9801"
"29.04.2019 20:45 - 29.04.2019 21:00","10131","9700"
"29.04.2019 21:00 - 29.04.2019 21:15","10192","9838"
"29.04.2019 21:15 - 29.04.2019 21:30","10069","9971"
"29.04.2019 21:30 - 29.04.2019 21:45","9944","9914"
"29.04.2019 21:45 - 29.04.2019 22:00","9743","9788"
"29.04.2019 22:00 - 29.04.2019 22:15","9773","9742"
"29.04.2019 22:15 - 29.04.2019 22:30","9924","9864"
"29.04.2019 22:30 - 29.04.2019 22:45","9945","9854"
"29.04.2019 22:45 - 29.04.2019 23:00","9828","9734"
"29.04.2019 23:00 - 29.04.2019 23:15","9765","9629"
"29.04.2019 23:15 - 29.04.2019 23:30","9696","9524"
"29.04.2019 23:30 - 29.04.2019 23:45","9541","9246"
"29.04.2019 23:45 - 30.04.2019 00:00","9428","9049"
"30.04.2019 00:00 - 30.04.2019 00:15","9046","8967"
"30.04.2019 00:15 - 30.04.2019 00:30","8955","8902"
"30.04.2019 00:30 - 30.04.2019 00:45","8831","8737"
"30.04.2019 00:45 - 30.04.2019 01:00","8671","8494"
"30.04.2019 01:00 - 30.04.2019 01:15","8570","8428"
"30.04.2019 01:15 - 30.04.2019 01:30","8470","8421"
"30.04.2019 01:30 - 30.04.2019 01:45","8331","8355"
"30.04.2019 01:45 - 30.04.2019 02:00","8232","8188"
"30.04.2019 02:00 - 30.04.2019 02:15","8183","8233"
"30.04.2019 02:15 - 30.04.2019 02:30","8162","8111"
"30.04.2019 02:30 - 30.04.2019 02:45","8111","8066"
"30.04.2019 02:45 - 30.04.2019 03:00","8061","8074"
"30.04.2019 03:00 - 30.04.2019 03:15","8040","8127"
